"region_code","region_name","latitude","longitude","division","country","date","period","population","revenue","volume","customers","channelCosts","margin","revenueVsPotential","ownStores","indirectStores","EEStores","o2Stores","salesVsPotential","VFcustomerShare","digitalPropensity","acqMarketShare","networkSpeed","networkLatency","channelRevenueOnline","channelRevenueOnlinefixed","channelRevenueOnlinepostpayAcq","channelRevenueOnlinepostpayRenewal","channelRevenueOnlineprepay","channelRevenueTelesales","channelRevenueTelesalesfixed","channelRevenueTelesalespostpayAcq","channelRevenueTelesalespostpayRenewal","channelRevenueTelesalesprepay","channelRevenueRetail","channelRevenueRetailfixed","channelRevenueRetailpostpayAcq","channelRevenueRetailpostpayRenewal","channelRevenueRetailprepay","channelRevenueIndirect","channelRevenueIndirectfixed","channelRevenueIndirectpostpayAcq","channelRevenueIndirectpostpayRenewal","channelRevenueIndirectprepay","channelVolumeOnline","channelVolumeOnlinefixed","channelVolumeOnlinepostpayAcq","channelVolumeOnlinepostpayRenewal","channelVolumeOnlineprepay","channelVolumeTelesales","channelVolumeTelesalesfixed","channelVolumeTelesalespostpayAcq","channelVolumeTelesalespostpayRenewal","channelVolumeTelesalesprepay","channelVolumeRetail","channelVolumeRetailfixed","channelVolumeRetailpostpayAcq","channelVolumeRetailpostpayRenewal","channelVolumeRetailprepay","channelVolumeIndirect","channelVolumeIndirectfixed","channelVolumeIndirectpostpayAcq","channelVolumeIndirectpostpayRenewal","channelVolumeIndirectprepay"
2,"Manchester",53.386478,-2.351433,"North","United Kingdom","2019-05-31","month",3730574,4811899,1231,3025659,1034260,46231,0.0848,19,11,40,20,-0.142,0.328,0.0575,0.12,4.32,93.9,135083,46170,24615,25463,16766,99700,22802,23531,12668,12796,141502,45863,24846,25857,19605,120548,23790,34384,21514,16185,79672,12328,13629,12940,8007,90584,24978,12152,13674,9438,80697,21322,19878,15745,8171,109960,23396,12511,12253,14837
3,"Midlands",52.435044,-1.892271,"North","United Kingdom","2019-05-31","month",2713532,4352796,1149,3791965,980159,34144,-0.133,19,8,39,27,0.0602,0.232,-0.133,0.0353,2.58,75.1,111295,44057,27108,21657,11837,117082,20457,32361,13506,16226,148605,45466,21318,17925,21161,95835,36129,21527,16868,11840,151159,38575,37500,17456,16472,151225,48709,19904,20344,21320,138087,16891,27203,14165,16770,157952,42230,16042,29202,23097
7,"NI Glasgow",55.860011,-4.253951,"North","United Kingdom","2019-05-31","month",3382531,4542827,1200,3297622,917592,49580,0.14,23,14,31,23,-0.103,0.215,-0.0325,0.447,1.42,46.5,72300,13057,18085,11192,7948,117860,23860,20250,20359,12183,107831,14049,31239,17214,13321,165929,43795,30695,21035,24808,86046,30011,10285,12383,9339,66739,18966,11851,7031,9209,125119,41632,30117,16881,15261,123358,15333,17461,17799,12689
10,"North East",54.683629,-1.21324,"North","United Kingdom","2019-05-31","month",2873109,4277290,1095,3894495,921704,40815,-0.182,20,10,43,37,0.175,0.444,0.134,0.222,0.198,50.3,124824,20560,29534,21329,16394,154575,29612,34617,24673,18893,98713,29857,11787,19652,12679,166444,30236,38493,32101,23236,127021,50698,26366,22787,16132,92264,20861,25180,17221,12027,129982,15300,35502,25120,16238,121460,13951,33349,17276,15132
0,"North West",53.027538,-2.175821,"North","United Kingdom","2019-05-31","month",3149415,5908929,1066,3743265,824232,43607,-0.04,18,11,25,30,0.177,0.271,-0.126,0.137,2.74,48.1,85330,24980,21185,13513,12567,99312,23784,15107,12493,14510,85621,27053,11132,15534,10003,102317,23370,21878,19491,11015,159615,58175,21211,18650,22163,63613,6369,11132,8620,8185,119620,23093,35862,19594,13442,118261,26671,33487,17505,14002
8,"Scotland North",56.45974,-2.973105,"North","United Kingdom","2019-05-31","month",3617953,5588179,1109,2577629,961617,43130,-0.154,18,9,41,29,0.164,0.148,0.145,-0.0419,1.34,60.9,131167,38807,36758,18259,15421,128777,29723,14130,23457,13948,96435,23456,19659,18204,12803,158377,18642,44444,19765,16905,139289,30695,29394,19840,18088,80398,17217,8326,11185,11550,87796,25032,19722,16080,9009,144125,26416,22689,21885,17154
14,"South Coast",50.851834,-0.983612,"South","United Kingdom","2019-05-31","month",3438907,4875286,1202,3361581,771679,40683,-0.184,20,9,26,38,0.138,0.0375,-0.138,0.447,0.239,97,150568,24342,36854,20618,18045,108665,29087,13956,14948,14979,159002,37659,47293,19854,17392,90999,12043,15523,10578,11294,126524,17442,13691,19323,18304,149379,20535,18948,21742,21588,94670,27516,22157,11913,9535,114845,39215,22279,14464,15830
13,"South East",51.134193,0.264491,"South","United Kingdom","2019-05-31","month",3649778,4560696,1222,2519304,871362,41018,0.0822,21,14,35,28,0.0865,0.105,-0.129,0.328,1.72,76.2,125031,19754,28745,16655,17677,143050,43192,40681,27208,16824,144149,49116,34131,20510,17709,156279,22226,32966,29553,19315,152337,31694,29682,17176,21708,70765,17968,20191,12630,8349,80004,8746,18811,10868,10267,76801,27889,17325,7800,8599
11,"South Wales",51.652933,-3.021441,"South","United Kingdom","2019-05-31","month",3282554,5578036,1096,3456033,875211,41780,0.0229,19,12,37,17,-0.0945,0.323,-0.0162,0.412,2.42,93.2,89268,16549,26218,17627,12491,67923,7972,15204,10607,9200,100111,26211,12496,19060,10600,107407,35432,12365,19623,15309,97933,36809,26489,16264,12146,148806,24994,41020,18245,22167,163959,43151,18427,21884,18627,70458,12214,17587,11163,8137
12,"South West",50.371714,-4.140162,"South","United Kingdom","2019-05-31","month",3880407,4503948,1156,3135427,811083,45030,0.178,23,12,35,27,0.0619,0.482,-0.0748,0.153,2.34,82.5,76898,27243,15541,8100,9578,151121,44153,35110,16937,19383,139944,27116,24407,22879,14872,141237,28596,20608,23199,21177,111679,21909,18548,14305,14294,91913,34144,26140,10786,10120,126161,36921,25487,20355,13149,126330,16947,16275,16332,14800
1,"South Yorks",53.550871,-1.478309,"South","United Kingdom","2019-05-31","month",2847277,5125127,1221,3730420,759062,38739,-0.192,22,14,35,17,0.0729,0.0176,0.045,-0.00914,4,69,115414,31289,20262,12057,13633,154871,37178,21782,29893,22238,154370,53253,36467,23337,22377,69553,15096,19018,7809,8556,89251,20938,24659,9257,11224,125194,38713,17108,22596,15394,134051,23824,27868,17663,15376,68626,25348,17058,12470,7404
9,"East Anglia",52.399452,0.264206,"South","United Kingdom","2019-06-30","month",3422033,5554544,1208,3223456,851131,46384,-0.0617,21,8,26,18,0.141,0.0414,0.23,0.0312,1.79,93.7,86026,19434,16225,13678,10045,65264,22007,14733,10823,8605,165376,60521,17041,28580,16621,115381,22534,11684,14705,12085,109061,19245,25514,17883,11483,85718,12402,22023,9488,10422,71479,26609,12327,11064,7509,125824,45262,35102,16643,13149
5,"East Midlands",52.522979,-1.467778,"North","United Kingdom","2019-06-30","month",2937558,4022624,1107,3717321,893038,48925,-0.114,20,15,44,25,-0.167,0.279,-0.123,0.231,1.91,73.3,62828,9863,16058,11368,7429,117067,29900,15086,21062,16588,89993,28026,10518,10348,9992,124489,13212,22353,19681,17223,94968,9632,28141,14809,13830,140722,26337,22640,27209,19200,93213,9527,26770,11693,12350,84491,20844,10231,13448,9043
15,"Essex and Herts",51.963206,1.351792,"South","United Kingdom","2019-06-30","month",3587519,4320062,1058,3565380,760943,39433,-0.0228,21,12,41,22,0.0753,0.0299,-0.0361,-0.0177,2.65,70.4,93029,22101,16598,15106,11618,101151,36879,16346,16744,11632,159979,55412,44607,17378,16640,116403,22499,23466,17520,16554,134589,30121,24928,23994,14312,90741,32570,11457,9281,13277,82078,25945,24334,13846,10722,151221,56909,24384,16280,15351
18,"Home Counties",51.352162,-1.993762,"South","United Kingdom","2019-06-30","month",3863072,6162596,1128,3234154,854910,42644,-0.0859,22,14,40,33,0.019,0.0223,-0.00426,0.453,4.83,74.8,101422,30765,21522,19855,13132,133354,29319,17921,23558,17677,72787,27013,13696,13316,10128,132100,17932,38606,22761,14566,162656,63224,29144,29332,17927,131547,37576,18979,15172,18109,140836,14272,39968,14621,16913,165467,30035,20947,21729,17451
4,"Lancs Cumbria Pennines",53.789622,-2.243294,"North","United Kingdom","2019-06-30","month",3712267,3822008,1238,3182762,773211,40613,0.018,21,14,40,17,0.155,0.495,0.00747,0.227,3.04,43.4,123480,17953,27276,14214,14718,151178,37130,40705,28825,21741,149950,43506,29658,23648,16687,133264,19293,18575,18767,17593,97624,22773,20246,12692,12291,105025,34661,16412,20536,11559,148622,18620,15651,15384,22145,134849,36407,17892,24896,15464
6,"London East",51.537937,0.080932,"South","United Kingdom","2019-06-30","month",3163475,4489182,1056,3647629,971553,36016,-0.157,23,14,30,37,-0.00662,0.106,0.011,0.273,3.69,88.1,161857,45145,40433,20507,17019,124326,30442,26168,22119,14335,138522,15005,26587,14602,14963,120266,40684,23100,19723,13356,156964,54725,22595,30162,22005,164644,31456,37877,28461,20048,154323,44837,41645,22117,20260,112111,23834,29937,21692,11800
17,"London North",51.655197,-0.277485,"South","United Kingdom","2019-06-30","month",3967688,5704287,1241,3842139,885750,39024,-0.099,20,13,26,36,0.185,0.121,-0.181,0.213,1.47,91.3,134682,22799,19380,20106,13754,103584,15552,15193,16206,14602,121795,38150,12372,17953,15738,152964,36222,44813,25854,16321,74818,16348,18701,14905,9675,116902,22456,20886,14351,16560,160286,28944,41444,17695,19252,146620,24475,20374,25861,20487
16,"London South",51.486872,-0.095581,"South","United Kingdom","2019-06-30","month",3799287,6036745,1196,2601098,932116,37853,-0.178,21,13,44,27,0.089,0.286,-0.162,-0.0684,3.62,45.7,114575,26232,28651,17391,14100,133689,19221,13582,25981,18360,86550,17006,13170,15798,10888,116946,35341,14729,14182,13230,89274,15066,25746,17119,9557,133539,29360,15867,24205,15185,124863,31739,22909,24533,15943,95861,28254,23929,17795,13602
19,"London West",51.509384,-0.195825,"South","United Kingdom","2019-06-30","month",3502219,5202497,1207,3309445,769938,36096,-0.118,22,13,38,32,-0.139,0.417,0.0731,-0.0732,1.19,71.5,77155,10461,15241,13281,8887,160842,28691,33976,19741,19196,153998,37672,33121,19191,20356,109525,17989,24368,18536,15326,84177,18450,22300,13572,10820,113183,44805,27764,14233,16157,122899,16081,32828,23923,14110,136788,25755,14835,24192,13737
2,"Manchester",53.386478,-2.351433,"North","United Kingdom","2019-06-30","month",2934029,4194635,1154,3709949,772250,37722,0.184,23,9,31,36,-0.0147,0.126,0.145,0.349,4.44,55.5,106875,41401,10854,17316,10914,73901,12696,18873,12644,10379,166226,21100,34221,18115,23343,77890,29999,11573,14148,11395,112483,32916,28432,14890,12700,101848,15885,23987,17667,11298,91254,28936,11307,13700,11732,159922,17481,46674,16619,18084
3,"Midlands",52.435044,-1.892271,"North","United Kingdom","2019-06-30","month",3570397,5386841,1090,3148390,1017664,33394,0.136,20,12,27,17,0.0863,0.115,-0.149,-0.0296,3.56,41.8,69735,24368,9991,8446,9819,134649,14283,34219,19378,19298,71383,18402,16086,7960,7909,112592,20359,25851,22301,13497,143635,41720,32966,20054,17889,78205,22228,19132,11921,10248,140885,16665,28908,20210,21036,76836,28478,8539,9910,9211
7,"NI Glasgow",55.860011,-4.253951,"North","United Kingdom","2019-06-30","month",2945481,4810088,1176,3594575,884167,34505,0.118,22,11,39,22,-0.146,0.178,0.285,0.167,2.3,43.9,147032,49538,17115,23964,19800,81755,15868,22539,14311,11185,70983,19149,15195,9298,7705,113265,15350,13205,16682,12569,124999,17181,32090,20317,15050,104999,18790,27649,18731,12570,86108,32873,10283,14348,10527,117425,46791,29772,13732,12601
10,"North East",54.683629,-1.21324,"North","United Kingdom","2019-06-30","month",3392330,6237082,1071,3819286,973072,43767,0.186,22,12,38,26,-0.162,0.111,-0.0873,0.474,2.54,98.3,152409,47211,40139,20630,17891,155760,54613,20922,22456,17024,67127,10281,15394,7686,8074,67775,16189,9682,10541,8092,71810,25925,9068,7653,8548,155456,37525,40239,29278,22435,111754,18214,19885,19014,12763,159100,46105,16985,18960,19485
0,"North West",53.027538,-2.175821,"North","United Kingdom","2019-06-30","month",3297107,4170490,1133,3557970,904046,33550,-0.0594,22,10,25,34,0.186,0.314,-0.0984,0.111,1.98,41,129156,31509,23450,13294,17255,64405,11514,15330,8267,7481,107562,16863,19892,15294,15351,154370,38943,26441,17006,16057,120622,41979,13667,14033,13521,137130,23029,18045,21374,20470,140919,33261,20007,21033,16385,116569,16496,25241,15352,13226
8,"Scotland North",56.45974,-2.973105,"North","United Kingdom","2019-06-30","month",3882556,5054769,1215,3991492,870542,34217,0.1,20,11,45,31,-0.0864,0.156,0.207,0.424,1.94,69.4,124446,32505,18242,21654,16403,87380,25787,10128,15262,12676,152318,54448,35599,17656,16710,160917,43163,22935,16967,23199,114634,31608,15424,15574,11588,82465,17593,22000,10409,9527,70004,10956,17036,10685,9973,105850,23356,30734,14352,13773
14,"South Coast",50.851834,-0.983612,"South","United Kingdom","2019-06-30","month",2798480,5661740,1138,3354467,920967,46411,-0.0175,22,12,31,25,-0.0162,0.328,-0.194,0.351,3.74,96.4,115483,17487,16213,15897,11679,150251,37785,23495,24721,21185,159388,45948,42296,24633,16134,114285,20855,30902,18479,16060,77716,25220,20300,14068,10770,117070,16215,18904,13763,13493,78568,15550,20594,9558,9815,74263,9701,9051,13033,9860
13,"South East",51.134193,0.264491,"South","United Kingdom","2019-06-30","month",2808032,3973787,1087,2758858,974009,34610,0.115,23,14,39,18,-0.0285,0.343,0.131,0.487,2.73,55.2,115208,13812,19381,22284,13760,128476,32093,30236,15831,17348,67355,18741,15384,9693,7850,116398,45206,22381,11985,15239,126316,18106,30694,23019,14766,147246,34985,41891,28616,19137,69235,17363,9175,12847,8971,108650,25534,22410,16211,15830
11,"South Wales",51.652933,-3.021441,"South","United Kingdom","2019-06-30","month",3075447,4243833,1163,2822446,839176,46059,-0.161,20,12,30,21,0.126,0.275,-0.0261,0.0379,0.422,67.4,86687,30803,14329,15012,10984,123804,37920,27024,19661,15802,135618,18830,37898,23307,15715,84981,16654,22971,10123,11352,144445,48421,19429,28734,20187,126807,43744,17946,17098,14424,151429,18116,43043,25362,15445,134144,20153,19123,16590,19882
12,"South West",50.371714,-4.140162,"South","United Kingdom","2019-06-30","month",3754344,3961901,1059,3472007,1021250,42974,0.0444,19,11,42,34,-0.159,0.139,-0.109,0.393,4.79,60.1,94240,26957,13008,16929,9897,66432,17533,17832,11396,8605,102020,12170,29966,10250,10247,137594,47775,14401,13856,14387,67182,14417,12850,12968,7225,90023,11819,10351,9254,13319,158150,59717,23821,26220,19882,68681,15950,8366,11560,8767
1,"South Yorks",53.550871,-1.478309,"South","United Kingdom","2019-06-30","month",2763056,5136230,1235,3335432,834303,43486,0.198,20,10,38,25,0.194,0.344,-0.0759,0.02,0.499,93.4,102309,35543,27828,12947,11190,84779,28666,18007,11920,11535,102385,29511,11943,19538,11970,159614,57737,43424,29629,20880,85908,10889,23564,12618,8616,77096,30065,22758,9536,11527,134749,31035,31640,21811,14819,65074,16331,9358,11260,9205
9,"East Anglia",52.399452,0.264206,"South","United Kingdom","2018-03-31","quarter",3743482,12981314,3295,3260034,2790512,102531,-0.0654,20,11,35,28,0.12,0.0158,-0.00466,-0.0022,1.57,88.4,348636,39168,90898,59287,37774,414277,44868,64743,75746,53855,401766,158280,99759,44807,58271,311890,117347,62087,34873,38916,330088,78203,86198,45774,35343,482719,164740,70212,71668,59381,202338,56330,58995,29131,30256,197379,52649,48944,38232,20766
5,"East Midlands",52.522979,-1.467778,"North","United Kingdom","2018-03-31","quarter",2929240,15452712,3477,3895374,2419714,148877,-0.139,18,10,44,37,-0.179,0.0153,-0.18,0.432,2.24,81.7,348230,97055,41219,50964,44722,289877,64425,39735,56518,34973,431479,120372,79794,46950,52477,251508,69227,32057,31005,36657,459438,74599,83455,71147,46071,285109,44439,72811,36327,41367,402879,143663,94293,79916,45600,217617,46684,44563,30186,25990
15,"Essex and Herts",51.963206,1.351792,"South","United Kingdom","2018-03-31","quarter",3130833,13966944,3691,3601122,2447948,118069,-0.0133,21,14,25,28,-0.139,0.142,-0.186,0.404,2.01,81.6,250282,61870,44992,44057,29612,256730,91182,70546,29657,37108,379872,67630,107106,58170,55765,262022,90828,33593,50613,28349,379301,130784,106744,50813,47669,358924,118545,83244,38415,48229,243690,33156,24376,37723,26037,208813,42358,28550,22078,22579
18,"Home Counties",51.352162,-1.993762,"South","United Kingdom","2018-03-31","quarter",3908414,12978678,3659,3748120,3052435,107290,0.0802,22,11,42,19,0.135,0.264,0.18,0.335,2.06,95.6,315089,62363,35740,53608,45197,355357,53393,72667,45694,43577,275417,37158,78344,29800,28836,388562,138550,83842,51077,53000,256080,53909,55424,38435,30884,488531,48899,86147,82352,67724,468133,168363,100062,80212,64339,398980,159025,113573,61489,46044
4,"Lancs Cumbria Pennines",53.789622,-2.243294,"North","United Kingdom","2018-03-31","quarter",3688988,16149414,3545,3888558,2914452,120487,-0.085,22,12,38,15,0.0696,0.136,0.146,0.163,3.01,73,447140,80054,86607,84747,58023,448044,108709,103389,89338,64852,495812,52897,96517,98212,73742,442704,97808,98040,61793,64140,219599,47783,51992,28479,32650,444264,92826,118127,63861,48391,337034,131752,58259,43260,40921,358770,131837,101911,36680,52577
6,"London East",51.537937,0.080932,"South","United Kingdom","2018-03-31","quarter",2586160,18410986,3192,2866084,2624999,113866,-0.189,21,14,45,29,0.129,0.231,-0.149,-0.0155,2.55,96.1,403684,150789,103889,59110,45269,498336,81468,136040,65360,54054,488532,89203,139128,64491,53786,274407,49009,53929,47146,34748,478691,125346,69491,86742,48769,431575,136282,93093,64037,61773,407981,153778,56029,62536,46057,192904,54401,51504,30738,20496
17,"London North",51.655197,-0.277485,"South","United Kingdom","2018-03-31","quarter",3824648,13918289,3454,3657747,2356080,103593,-0.101,19,11,42,40,-0.0315,0.459,-0.182,0.107,3.93,55.8,442817,135343,51366,44806,51056,233580,40366,42470,45864,29168,420912,53146,90638,46605,54812,397564,72492,113113,47434,44687,283349,56986,74589,47491,35964,498916,61792,110794,71120,71194,268067,79709,74570,39520,33539,305575,71257,54720,31251,44375
16,"London South",51.486872,-0.095581,"South","United Kingdom","2018-03-31","quarter",2961946,16740476,3572,3796738,2454734,139428,-0.0124,23,11,36,40,0.102,0.407,-0.198,0.0834,0.131,61.8,403033,106701,60531,70090,45392,393443,133190,111097,44749,45470,392913,42820,92235,59669,50284,267819,31476,37766,46266,30032,437891,116213,94292,52921,59008,457976,125137,73130,69103,50198,436472,141823,61931,64318,64048,230139,55867,27828,37754,24456
19,"London West",51.509384,-0.195825,"South","United Kingdom","2018-03-31","quarter",2506086,12738828,3402,2618804,2389538,135952,0.173,19,8,31,38,-0.135,0.0577,0.0845,0.302,1.63,95.5,225424,36631,61851,43724,26945,288969,33381,82781,45496,39490,439645,133012,93776,59879,61239,350299,132652,74092,66541,48529,447181,149283,77631,68912,51474,355971,49307,102210,51667,46793,457310,116994,81993,57341,64806,235971,77409,23641,43172,31006
2,"Manchester",53.386478,-2.351433,"North","United Kingdom","2018-03-31","quarter",2918920,15304966,3502,3649875,2372017,145789,0.0992,22,12,25,31,-0.0654,0.264,-0.0466,0.227,1.16,98.2,264393,64082,48118,29870,28486,268445,48050,64809,30444,32775,408246,138053,89338,60708,44674,264753,86525,54920,35070,33225,218495,32298,46077,25223,25610,457560,112904,110470,51651,67888,488566,97403,122241,86232,63891,219209,49184,32803,41359,31328
3,"Midlands",52.435044,-1.892271,"North","United Kingdom","2018-03-31","quarter",3954738,16284179,3654,3631108,2849361,103431,-0.0772,22,11,40,16,-0.115,0.164,0.0761,0.158,4.25,83.7,252461,56400,44340,36749,26915,353683,79770,97910,55490,43909,220091,83483,38534,35240,24551,388598,83280,77450,63224,51168,262427,79744,63221,27305,27086,447319,66223,93893,72073,66939,342934,44413,80232,41877,49675,381971,64119,79265,65516,56703
7,"NI Glasgow",55.860011,-4.253951,"North","United Kingdom","2018-03-31","quarter",3037876,17472675,3443,2803961,3006546,139225,-0.109,20,11,37,38,0.177,0.146,0.12,0.064,0.322,77.9,405642,81809,102076,51738,58676,248637,56581,61404,39701,27690,455322,74229,118131,50377,52800,213628,40066,25525,31465,28821,436979,124666,112257,67925,48772,480927,110248,85768,71703,61037,430059,156005,60623,55776,60177,449718,75790,65115,58884,47345
10,"North East",54.683629,-1.21324,"North","United Kingdom","2018-03-31","quarter",3954653,14058295,3350,3027761,2361658,101643,0.00512,19,12,27,21,-0.0999,0.428,-0.0988,0.265,2.89,90.2,303748,72704,46260,36021,41701,454294,65199,127732,59592,61437,457049,76496,83570,55525,63831,335445,95522,97508,57953,48769,344695,58166,80487,61420,41919,484298,106057,85143,64182,57200,324795,88462,51787,46640,48173,438615,147980,118216,59936,45009
0,"North West",53.027538,-2.175821,"North","United Kingdom","2018-03-31","quarter",2543919,13450153,3559,3371783,2909682,148340,-0.0928,21,11,35,24,-0.0539,0.423,-0.12,0.332,3.86,93.3,387397,116282,72559,50481,54771,485850,139885,85677,55509,50241,356712,85966,42720,49467,43651,441627,74716,101520,47801,44763,204806,80260,38072,26682,25045,191457,25012,49934,25137,20195,421946,155560,42392,58661,56138,408190,149312,75895,71581,57357
8,"Scotland North",56.45974,-2.973105,"North","United Kingdom","2018-03-31","quarter",2774013,17118540,3522,3824124,2681777,102997,0.12,19,12,27,21,-0.018,0.451,0.0195,0.262,4.19,94.4,457923,88805,91912,56229,61232,370771,75959,59156,60320,48906,428583,158187,81270,81312,60591,280092,30938,80993,34238,40310,434429,85112,88477,58175,50779,449087,145571,50107,70596,63768,267088,76218,65380,39990,38925,355414,38863,47151,68068,52034
14,"South Coast",50.851834,-0.983612,"South","United Kingdom","2018-03-31","quarter",3035708,12458478,3228,2979883,2512518,117173,-0.0437,19,14,44,15,0.155,0.309,0.128,0.118,0.441,71.5,370925,128572,86200,68290,40210,383410,87865,109491,54558,49338,208787,30392,46847,29418,25440,420916,87275,117316,80260,54753,307987,63713,53655,33685,40554,387558,117653,61552,49927,46992,428771,118260,67258,69864,47012,240763,75580,49228,40833,33015
